"","Individual","ID_plot","Colony","date_collected","collector","abdomen_length","body_length","body_width","ant3_length_left","femur_length_left","tarsus_length_left","tibia_length_left","rostrum_length","head_width","ant3_length_right","femur_length_right","tarsus_length_right","tibia_length_right","head_length","thorax_width","Rhinaria_left","Rhinaria_right","Rhinaria.mean","ant3_length","tarsus_length","femur_length","tibia_length","Rhinaria.asym","ant3_length_asym","tarsus_length_asym","femur_length_asym","tibia_length_asym"
"141","Oh_02-3-D","Oh_02","Oh_02-3","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,0,8,0,0,0,0
"142","Oh_02-3-E","Oh_02","Oh_02-3","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,14,0,7,0,0,0,0,14,0,0,0,0
"143","Oh_02-4-A","Oh_02","Oh_02-4","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,14,0,0,0,0,2,0,0,0,0
"144","Oh_02-4-B","Oh_02","Oh_02-4","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,13,0,0,0,0,4,0,0,0,0
"145","Oh_02-4-C","Oh_02","Oh_02-4","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10.5,0,0,0,0,-5,0,0,0,0
"146","Oh_02-4-D","Oh_02","Oh_02-4","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,12,0,0,0,0,2,0,0,0,0
"147","Oh_02-4-E","Oh_02","Oh_02-4","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,12.5,0,0,0,0,-7,0,0,0,0
"148","Oh_02-5-A","Oh_02","Oh_02-5","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
"149","Oh_02-5-B","Oh_02","Oh_02-5","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,9,14,11.5,0,0,0,0,-5,0,0,0,0
"150","Oh_02-5-C","Oh_02","Oh_02-5","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,0,0,0,0,6,0,0,0,0
"151","Oh_02-5-D","Oh_02","Oh_02-5","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,13.5,0,0,0,0,7,0,0,0,0
"152","Oh_02-5-E","Oh_02","Oh_02-5","14.08.2020","Maud + Elena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,13,0,0,0,0,12,0,0,0,0
"153","Ol_11-A-A","Ol_11","Ol_11-A","30.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,25.5,0,0,0,0,-7,0,0,0,0
"154","Ol_11-A-A","Ol_11","Ol_11-A","30.08.2019","Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,20.5,0,0,0,0,9,0,0,0,0
